Player,Player Rating,Player Nationality,Player Side,Player Result,Player First Move,Opponent,Opponent Rating,Opponent Nationality,Opponent Side,Opponent Result,Opponent First Move,Variation,Termination,Moves,Date
Dontmesswithme_2,2305,United States of America,Black,Resigned,c5,Ainahia,2487,Spain,White,Win,e4,Defense Open Najdorf Variation,Ainahia won by resignation,14.0,2019.08.28
Dontmesswithme_2,2301,United States of America,White,Timeout,d4,Ainahia,2491,Spain,Black,Win,e6,Pawn Opening Horwitz Defense 2.Bf4,Ainahia won on time,51.0,2019.08.28
Dontmesswithme_2,2293,United States of America,Black,Resigned,d5,QuesoDeJalisco,2323,United States of America,White,Win,b3,Larsen Attack Classical Variation 2.Bb2,QuesoDeJalisco won by resignation,37.0,2019.08.29
Dontmesswithme_2,2286,United States of America,White,Timeout,d4,Abdulloh_Adham,2322,Uzbekistan,Black,Win,d5,Pawn Opening Accelerated London Steinitz Countergambit,Abdulloh_Adham won on time,34.0,2019.08.29
Dontmesswithme_2,2285,United States of America,Black,Draw by repetition,e6,Caiello,2252,United States of America,White,Draw by repetition,e4,Defense Knight Variation Two Knights Variation,Game drawn by repetition,73.0,2019.08.29
Dontmesswithme_2,2276,United States of America,White,Resigned,b3,Caiello,2261,United States of America,Black,Win,Nf6,Larsen Attack Indian Variation 2.Bb2,Caiello won by resignation,19.0,2019.08.29
Dontmesswithme_2,2269,United States of America,White,Resigned,d4,QuesoDeJalisco,2320,United States of America,Black,Win,e5,Gambit Declined 2...Bc5,QuesoDeJalisco won by resignation,14.0,2019.08.29
Dontmesswithme_2,2262,United States of America,Black,Resigned,e6,QuesoDeJalisco,2327,United States of America,White,Win,Nc3,Geet Opening,QuesoDeJalisco won by resignation,16.0,2019.08.29
Dontmesswithme_2,2254,United States of America,White,Timeout,d4,OM-64,2272,Russian Federation,Black,Win,Nf6,Game,OM-64 won on time,37.0,2019.08.29
Dontmesswithme_2,2262,United States of America,Black,Win,c5,OM-64,2264,Russian Federation,White,Resigned,e4,Defense Open Najdorf Opocensky Traditional Line 9.Kh1,Dontmesswithme_2 won by resignation,34.0,2019.08.29
Dontmesswithme_2,2254,United States of America,Black,Timeout,c5,danielweng,2291,Australia,White,Win,e4,Defense Grand Prix Attack 3...d6,danielweng won on time,45.0,2019.08.29
Dontmesswithme_2,2262,United States of America,Black,Win,c5,DrDottie,2227,Italy,White,Resigned,e4,Defense 2.Nf3 d6,Dontmesswithme_2 won by resignation,30.0,2019.08.29
Dontmesswithme_2,2254,United States of America,White,Resigned,d4,Nintend064,2268,United States of America,Black,Win,c5,Benoni Defense,Nintend064 won by resignation,18.0,2019.08.29
Dontmesswithme_2,2248,United States of America,Black,Checkmated,c5,drAndrej,2351,Slovenia,White,Win,e4,Defense 2.Nf3 d6 3.d4 cxd4,drAndrej won by checkmate,37.0,2019.08.29
Dontmesswithme_2,2256,United States of America,White,Win,d4,Suraj240704,2227,United States of America,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,15.0,2019.08.29
Dontmesswithme_2,2247,United States of America,White,Checkmated,d4,Mazanchenko_Dmitry,2237,Russian Federation,Black,Win,g6,Defense with 1 e4 2.d4,Mazanchenko_Dmitry won by checkmate,33.0,2019.08.29
Dontmesswithme_2,2254,United States of America,Black,Win,c6,ravintola,2212,"Korea, Democratic People's Republic of",White,Resigned,c4,Defense 3.Nc3,Dontmesswithme_2 won by resignation,28.0,2019.08.29
Dontmesswithme_2,2262,United States of America,White,Win,d4,Yotehagomate,2237,Peru,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,29.0,2019.08.29
Dontmesswithme_2,2254,United States of America,White,Resigned,d4,kodin1111,2260,Russian Federation,Black,Win,Nf6,Game,kodin1111 won by resignation,26.0,2019.08.29
Dontmesswithme_2,2246,United States of America,Black,Resigned,c5,Dondon157,2260,Philippines,White,Win,e4,Defense Alapin Variation 2...Nf6 3.e5 Nd5 4.Nf3,Dondon157 won by resignation,18.0,2019.08.29
Dontmesswithme_2,2253,United States of America,Black,Win,c5,PerfectJack,2198,International,White,Resigned,e4,Defense Open Najdorf Variation 6.f3,Dontmesswithme_2 won by resignation,29.0,2019.08.29
Dontmesswithme_2,2246,United States of America,Black,Resigned,d5,Rk-5,2292,Mexico,White,Win,d4,Defense Modern Line 3...Nf6,Rk-5 won by resignation,23.0,2019.08.29
Dontmesswithme_2,2253,United States of America,White,Win,d4,guivonbaczko,2200,Argentina,Black,Timeout,Nf6,Game,Dontmesswithme_2 won on time,39.0,2019.08.29
Dontmesswithme_2,2251,United States of America,Black,Resigned,c5,slim_fit,2553,Netherlands,White,Win,e4,Defense Wing Marshall Variation 3...d5 4.exd5 Qxd5 5.Nf3,slim_fit won by resignation,46.0,2019.08.30
Dontmesswithme_2,2258,United States of America,Black,Win,c5,RidingMyPony,2208,Namibia,White,Resigned,e4,Defense Canal Main Line 4.Bxd7 Nxd7 5.O O Ngf6 6.Qe2,Dontmesswithme_2 won by resignation,31.0,2019.08.30
Dontmesswithme_2,2265,United States of America,White,Win,e3,RidingMyPony,2201,Namibia,Black,Resigned,d5,Kruijs Opening 1...d5,Dontmesswithme_2 won by resignation,19.0,2019.08.30
Dontmesswithme_2,2272,United States of America,White,Win,d4,stickyriceball,2208,United States of America,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,22.0,2019.08.30
Dontmesswithme_2,2280,United States of America,White,Win,d4,lgurban,2248,United States of America,Black,Timeout,Nf6,Defense Adler Variation 4...Bc5 5.e3 Nc6,Dontmesswithme_2 won on time,51.0,2019.08.30
Dontmesswithme_2,2288,United States of America,White,Win,d4,Kytan,2290,United States of America,Black,Resigned,e6,Pawn Opening Horwitz Defense 2.Bf4,Dontmesswithme_2 won by resignation,43.0,2019.08.30
Dontmesswithme_2,2295,United States of America,White,Win,d4,Massakru,2240,Malta,Black,Checkmated,Nf6,Game,Dontmesswithme_2 won by checkmate,48.0,2019.08.30
Dontmesswithme_2,2302,United States of America,White,Win,d4,ronankahn,2243,Ukraine,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,22.0,2019.08.30
Dontmesswithme_2,2311,United States of America,Black,Win,c6,sowesleyeasy,2319,Russian Federation,White,Timeout,c4,Opening Caro Kann Defensive System 2.Nf3 d5 3.g3,Dontmesswithme_2 won on time,58.0,2019.08.30
Dontmesswithme_2,2303,United States of America,Black,Timeout,d5,okdayl,2332,Greece,White,Win,Nf3,Opening Caro Kann Defensive System 2.Nf3 d5,okdayl won on time,48.0,2019.08.30
Dontmesswithme_2,2295,United States of America,Black,Checkmated,d5,ChokesitoJl,2302,Peru,White,Win,Nf3,Opening Caro Kann Defensive System 2.Nf3 d5,ChokesitoJl won by checkmate,55.0,2019.08.30
Dontmesswithme_2,2303,United States of America,White,Win,d4,ChokesitoJl,2294,Peru,Black,Timeout,Nf6,Game,Dontmesswithme_2 won on time,39.0,2019.08.30
Dontmesswithme_2,2311,United States of America,Black,Win,d5,ChokesitoJl,2286,Peru,White,Resigned,Nf3,Opening Caro Kann Defensive System 2.Nf3 d5,Dontmesswithme_2 won by resignation,18.0,2019.08.30
Dontmesswithme_2,2303,United States of America,Black,Timeout,d5,draco_bianco,2326,France,White,Win,f4,Opening Dutch Lasker Variation 4.b3,draco_bianco won on time,36.0,2019.08.30
Dontmesswithme_2,2304,United States of America,White,Draw by repetition,d4,draco_bianco,2325,France,Black,Draw by repetition,d5,Pawn Opening Accelerated London System,Game drawn by repetition,31.0,2019.08.30
Dontmesswithme_2,2304,United States of America,White,Draw by repetition,d4,PerezJennifer1987,2287,Cuba,Black,Draw by repetition,Nf6,Game,Game drawn by repetition,44.0,2019.08.30
Dontmesswithme_2,2311,United States of America,White,Win,d4,Tospaha,2261,Turkey,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,10.0,2019.08.30
Dontmesswithme_2,2302,United States of America,White,Resigned,d4,ravintola,2297,"Korea, Democratic People's Republic of",Black,Win,Nf6,Game,ravintola won by resignation,33.0,2019.08.30
Dontmesswithme_2,2295,United States of America,White,Resigned,d4,2011KING,2365,Philippines,Black,Win,d5,Pawn Opening Accelerated London Steinitz Countergambit,2011KING won by resignation,46.0,2019.08.30
Dontmesswithme_2,2289,United States of America,Black,Resigned,d5,Stefa007,2400,Serbia,White,Win,Nf3,Pawn Opening Zukertort Variation,Stefa007 won by resignation,48.0,2019.08.30
Dontmesswithme_2,2297,United States of America,White,Win,d4,Tactik01,2294,Russian Federation,Black,Timeout,e6,Pawn Opening Horwitz Defense 2.Bf4,Dontmesswithme_2 won on time,14.0,2019.08.30
Dontmesswithme_2,2306,United States of America,Black,Win,c5,nickmatta,2313,United States of America,White,Timeout,e4,Defense Open Scheveningen Classical Variation 6...a6,Dontmesswithme_2 won on time,32.0,2019.08.30
Dontmesswithme_2,2297,United States of America,Black,Timeout,c5,whynotbemad,2271,United Kingdom of Great Britain and Northern Ireland,White,Win,e4,Defense Grand Prix Attack 3...d6,whynotbemad won on time,44.0,2019.08.30
Dontmesswithme_2,2288,United States of America,White,Resigned,d4,whynotbemad,2282,United Kingdom of Great Britain and Northern Ireland,Black,Win,Nf6,Game,whynotbemad won by resignation,31.0,2019.08.30
Dontmesswithme_2,2281,United States of America,Black,Resigned,c6,Hollywood_Chess,2322,United States of America,White,Win,c4,Opening Caro Kann Defensive System 2.Nf3 d5 3.e3 Nf6 4.Nc3,Hollywood_Chess won by resignation,18.0,2019.08.30
Dontmesswithme_2,2274,United States of America,Black,Resigned,c5,vladimir_petrov,2318,Bulgaria,White,Win,e4,Defense Open Scheveningen Variation 6.Be3 a6,vladimir_petrov won by resignation,28.0,2019.08.30
Dontmesswithme_2,2283,United States of America,White,Win,d4,SuddenFork,2300,Holy See,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,12.0,2019.08.30
Dontmesswithme_2,2274,United States of America,Black,Timeout,d5,anamignaqui,2260,Argentina,White,Win,Nf3,Indian Attack,anamignaqui won on time,53.0,2019.08.31
Dontmesswithme_2,2266,United States of America,White,Timeout,d4,SoulStudent,2300,United States of America,Black,Win,Nf6,Game,SoulStudent won on time,48.0,2019.08.31
Dontmesswithme_2,2275,United States of America,White,Win,d4,LucasvbGG,2280,United States of America,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,27.0,2019.08.31
Dontmesswithme_2,2270,United States of America,Black,Checkmated,d5,RichardWe,2431,Sweden,White,Win,d4,Defense 3.Nc3,RichardWe won by checkmate,44.0,2019.08.31
Dontmesswithme_2,2261,United States of America,White,Checkmated,e4,ETMasterL,2240,Colombia,Black,Win,e5,Piano Game Giuoco Pianissimo Variation 4...Nf6,ETMasterL won by checkmate,48.0,2019.08.31
Dontmesswithme_2,2253,United States of America,White,Checkmated,e4,Agent-JL,2277,United States of America,Black,Win,c5,Defense French Variation,Agent-JL won by checkmate,41.0,2019.08.31
Dontmesswithme_2,2262,United States of America,Black,Win,e6,konstantindus,2286,Brazil,White,Checkmated,d4,Pawn Opening Horwitz Defense,Dontmesswithme_2 won by checkmate,57.0,2019.08.31
Dontmesswithme_2,2271,United States of America,White,Win,d4,iskaib,2307,Turkey,Black,Timeout,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won on time,70.0,2019.08.31
Dontmesswithme_2,2264,United States of America,Black,Resigned,e6,iskaib,2314,Turkey,White,Win,d4,Pawn Opening Horwitz Defense,iskaib won by resignation,30.0,2019.08.31
Dontmesswithme_2,2257,United States of America,Black,Checkmated,e6,bong_anas,2318,Philippines,White,Win,e4,Defense Advance Paulsen Main Line,bong_anas won by checkmate,38.0,2019.08.31
Dontmesswithme_2,2266,United States of America,White,Win,d4,bong_anas,2309,Philippines,Black,Checkmated,c5,Benoni Defense 2.d5 d6,Dontmesswithme_2 won by checkmate,49.0,2019.08.31
Dontmesswithme_2,2258,United States of America,White,Resigned,d4,Art10ECHR,2273,Belgium,Black,Win,e6,Pawn Opening Horwitz Defense 2.Bf4,Art10ECHR won by resignation,27.0,2019.08.31
Dontmesswithme_2,2250,United States of America,Black,Checkmated,e6,Art10ECHR,2281,Belgium,White,Win,d4,Pawn Opening Horwitz Defense 2.Bf4,Art10ECHR won by checkmate,43.0,2019.08.31
Dontmesswithme_2,2259,United States of America,White,Win,d3,Art10ECHR,2272,Belgium,Black,Checkmated,d5,Opening,Dontmesswithme_2 won by checkmate,36.0,2019.08.31
Dontmesswithme_2,2267,United States of America,Black,Win,e6,wong2011,2243,Ecuador,White,Checkmated,e4,Defense Tarrasch Variation,Dontmesswithme_2 won by checkmate,68.0,2019.08.31
Dontmesswithme_2,2274,United States of America,Black,Win,c5,chess_rehab,2210,United States of America,White,Checkmated,e4,Defense Open Scheveningen Sozin Attack 6...a6,Dontmesswithme_2 won by checkmate,60.0,2019.08.31
Dontmesswithme_2,2282,United States of America,White,Win,d4,koromarbel,2270,Philippines,Black,Resigned,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won by resignation,44.0,2019.08.31
Dontmesswithme_2,2274,United States of America,Black,Timeout,c5,koromarbel,2278,Philippines,White,Win,e4,Defense Open Najdorf Opocensky Variation 6...e5 7.Nb3 Be7,koromarbel won on time,48.0,2019.08.31
Dontmesswithme_2,2284,United States of America,Black,Win,d5,GSWHoops,2348,United States of America,White,Resigned,d3,Opening,Dontmesswithme_2 won by resignation,34.0,2019.08.31
Dontmesswithme_2,2277,United States of America,White,Resigned,d4,GSWHoops,2355,United States of America,Black,Win,d6,Defense 2.d4,GSWHoops won by resignation,26.0,2019.08.31
Dontmesswithme_2,2271,United States of America,Black,Resigned,d5,GSWHoops,2361,United States of America,White,Win,d3,Opening,GSWHoops won by resignation,33.0,2019.08.31
Dontmesswithme_2,2265,United States of America,White,Checkmated,d4,GSWHoops,2367,United States of America,Black,Win,d6,Pawn Opening Anglo Slav Opening,GSWHoops won by checkmate,44.0,2019.08.31
Dontmesswithme_2,2275,United States of America,White,Win,d4,Vunder1964,2344,Russian Federation,Black,Resigned,d5,Gambit Declined Charousek Variation 4.cxd5 exd5 5.Bf4,Dontmesswithme_2 won by resignation,21.0,2019.08.31
Dontmesswithme_2,2269,United States of America,Black,Timeout,c6,Vunder1964,2350,Russian Federation,White,Win,c4,Kann Defense Accelerated Panov Attack,Vunder1964 won on time,52.0,2019.08.31
Dontmesswithme_2,2277,United States of America,Black,Win,d5,Biswajeet2040,2248,India,White,Checkmated,d4,Defense Modern Alapin Variation Czech Krause Carlsbad Variation 9.dxe5 Nxe5 10.Bf4 Nfd7,Dontmesswithme_2 won by checkmate,70.0,2019.08.31
Dontmesswithme_2,2269,United States of America,White,Checkmated,d4,Fetius,2264,International,Black,Win,Nf6,Indian Defense Neo Classical Line 10...f5,Fetius won by checkmate,32.0,2019.08.31
Dontmesswithme_2,2277,United States of America,White,Win,d4,kazarinov,2261,Russian Federation,Black,Resigned,e6,Pawn Opening Benoni Defense,Dontmesswithme_2 won by resignation,20.0,2019.08.31
Dontmesswithme_2,2269,United States of America,White,Timeout,d4,Tonisub,2283,Serbia,Black,Win,b6,Defense 2.c4 Bb7,Tonisub won on time,41.0,2019.08.31
Dontmesswithme_2,2276,United States of America,Black,Win,d5,chess_chess25,2240,International,White,Resigned,Nf3,Indian Attack Yugoslav Variation 3.Bg2 Bf5,Dontmesswithme_2 won by resignation,36.0,2019.08.31
Dontmesswithme_2,2284,United States of America,Black,Win,d5,ryanruiz18,2267,United States of America,White,Resigned,Nf3,Pawn Opening Zukertort Variation,Dontmesswithme_2 won by resignation,50.0,2019.08.31
Dontmesswithme_2,2275,United States of America,Black,Resigned,d5,grzegorzhilarecki,2261,Poland,White,Win,d4,Defense Exchange Variation 3...cxd5 4.Nc3 Nf6 5.Bf4,grzegorzhilarecki won by resignation,17.0,2019.08.31
Dontmesswithme_2,2267,United States of America,White,Timeout,d4,grzegorzhilarecki,2269,Poland,Black,Win,d5,Defense Two Knights Rubinstein Prague Main Line...9.dxc5 Bxc5 10.Bg5 d4,grzegorzhilarecki won on time,37.0,2019.08.31
Dontmesswithme_2,2259,United States of America,White,Resigned,d4,koromarbel,2280,Philippines,Black,Win,Nf6,Indian Defense Fianchetto Capablanca Riumin Variation,koromarbel won by resignation,24.0,2019.08.31
Dontmesswithme_2,2251,United States of America,Black,Timeout,c5,koromarbel,2288,Philippines,White,Win,e4,Defense Open Najdorf Opocensky Variation...7.Nb3 Be7 8.Be3 Be6,koromarbel won on time,45.0,2019.08.31
Dontmesswithme_2,2259,United States of America,White,Win,d4,Rarecask,2229,Canada,Black,Timeout,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won on time,39.0,2019.08.31
Dontmesswithme_2,2267,United States of America,White,Win,d4,pashaway,2230,Philippines,Black,Resigned,e6,Pawn Opening Horwitz Defense 2.Bf4,Dontmesswithme_2 won by resignation,21.0,2019.08.31
Dontmesswithme_2,2274,United States of America,Black,Win,c5,pashaway,2223,Philippines,White,Timeout,e4,Defense Smith Morra Gambit Declined Alapin Formation,Dontmesswithme_2 won on time,31.0,2019.08.31
Dontmesswithme_2,2283,United States of America,White,Win,d4,fQ-System,2289,Germany,Black,Resigned,d5,Pawn Opening Accelerated London System,Dontmesswithme_2 won by resignation,21.0,2019.08.31
Dontmesswithme_2,2275,United States of America,White,Timeout,d4,Max5001,2273,Canada,Black,Win,Nf6,Game,Max5001 won on time,64.0,2019.08.31
Dontmesswithme_2,2267,United States of America,Black,Timeout,d5,Regulich,2268,Ukraine,White,Win,d4,Defense Modern Line 3...Nf6,Regulich won on time,57.0,2019.08.31
Dontmesswithme_2,2275,United States of America,Black,Win,d5,Max5001,2265,Canada,White,Checkmated,d4,Defense Modern Alapin Variation Czech Krause Attack 6...Nbd7 7.Nxc4 Qc7,Dontmesswithme_2 won by checkmate,30.0,2019.08.31
Dontmesswithme_2,2283,United States of America,White,Win,d4,Max5001,2257,Canada,Black,Resigned,Nf6,Game,Dontmesswithme_2 won by resignation,17.0,2019.08.31
Dontmesswithme_2,2274,United States of America,White,Checkmated,d4,RUS_26,2257,Russian Federation,Black,Win,e6,Pawn Opening Horwitz Defense 2.Bf4,RUS_26 won by checkmate,49.0,2019.08.31
Dontmesswithme_2,2267,United States of America,Black,Timeout,d5,Olivanja,2332,Switzerland,White,Win,Nf3,Opening Caro Kann Defensive System 2.Nf3 d5,Olivanja won on time,44.0,2019.08.31
Dontmesswithme_2,2276,United States of America,Black,Win,c5,GrosTasBarbu,2292,Holy See,White,Resigned,e4,Defense Open Najdorf Variation,Dontmesswithme_2 won by resignation,30.0,2019.08.31
Dontmesswithme_2,2284,United States of America,White,Win,d4,GrosTasBarbu,2284,Holy See,Black,Resigned,g6,Defense with 1 e4 2.d4,Dontmesswithme_2 won by resignation,33.0,2019.08.31
